time,current,omega,omega_meas,theta,tau_load,V_in
0.192,10.2613657838297,174.289771583893,173.771779194636,15.7550303678722,0,12
0.1925,10.2571044162673,174.71548198999,175.654414720238,15.8421752536641,0,12
0.193,10.2528473100742,175.140766685504,175.61111888718,15.9295329946591,0,12
0.1935,10.2485944609891,175.565626096145,175.959298986112,16.0171033780019,0,12
0.194,10.2443458647548,175.990060647197,175.552123516219,16.1048861910499,0,12
0.1945,10.2401015171186,176.414070763522,176.574045330713,16.1928812213735,0,12
0.195,10.2358614138317,176.837656869553,176.558509727128,16.2810882567553,0,12
0.1955,10.23162555065,177.260819389302,177.105104680028,16.3695070851901,0,12
0.196,10.2273939233331,177.683558746354,177.398553788033,16.4581374948847,0,12
0.1965,10.2231665276454,178.105875363872,177.593008556058,16.5469792742579,0,12
0.197,10.2189433593551,178.527769664597,178.07339687116,16.6360322119398,0,12
0.1975,10.2147244142348,178.949242070845,178.844293403817,16.7252960967721,0,12
0.198,10.2105096880615,179.370293004511,178.520860962425,16.8147707178076,0,12
0.1985,10.206299176616,179.790922887067,180.09472317499,16.9044558643098,0,12
0.199,10.2020928756838,180.211132139566,180.152232994932,16.9943513257533,0,12
0.1995,10.1978907810543,180.630921182636,180.980501349458,17.0844568918231,0,12
0.2,10.1936928885211,181.050290436488,181.185114757347,17.1747723524144,0,12
0.2005,10.1894991938823,181.469240320912,181.716383848601,17.2652974976327,0,12
0.201,10.1853096929398,181.887771255276,181.146210744018,17.3560321177931,0,12
0.2015,10.1811243815,182.305883658531,181.795751465689,17.4469760034208,0,12
0.202,10.1769432553734,182.723577949208,182.500080443835,17.53812894525,0,12
0.2025,10.1727663103747,183.14085454542,183.195683841084,17.6294907342246,0,12
0.203,10.1685935423227,183.557713864862,184.122082090876,17.7210611614974,0,12
0.2035,10.1644249470405,183.97415632481,183.82917480441,17.8128400184298,0,12
0.204,10.1602605203553,184.390182342125,185.020957701195,17.9048270965922,0,12
0.2045,10.1561002580985,184.805792333248,185.043504739102,17.9970221877633,0,12
0.205,10.1519441561058,185.220986714207,185.808045089954,18.0894250839299,0,12
0.2055,10.1477922102168,185.635765900612,185.699239434634,18.182035577287,0,12
0.206,10.1436444162754,186.050130307657,185.721722343183,18.2748534602373,0,12
0.2065,10.1395007701296,186.464080350123,185.723380814333,18.3678785253911,0,12
0.207,10.1353612676318,186.877616442373,186.955360940325,18.4611105655662,0,12
0.2075,10.1312259046381,187.290738998358,187.700014682618,18.5545493737874,0,12
